S majuscule tracé à la main
544
(2904.0, ( 0.4285714285714284, -0.06428571428571428))
(2904.0, ( 0.4285714285714284, -0.0714285714285714))
(2920.0, ( 0.4357142857142855, -0.08571428571428563))
(2920.0, ( 0.4428571428571426, -0.09285714285714275))
(2935.0, ( 0.44999999999999973, -0.1071428571428572))
(2935.0, ( 0.45714285714285685, -0.11428571428571432))
(2951.0, ( 0.4642857142857144, -0.12142857142857144))
(2951.0, ( 0.4642857142857144, -0.12857142857142856))
(2966.0, ( 0.4642857142857144, -0.13571428571428568))
(2966.0, ( 0.4642857142857144, -0.1428571428571428))
(2982.0, ( 0.47142857142857153, -0.1499999999999999))
(2982.0, ( 0.47142857142857153, -0.15714285714285703))
(2998.0, ( 0.47857142857142865, -0.15714285714285703))
(2998.0, ( 0.48571428571428577, -0.16428571428571415))
(3013.0, ( 0.48571428571428577, -0.17142857142857149))
(3029.0, ( 0.5, -0.18571428571428572))
(3029.0, ( 0.5, -0.19285714285714284))
(3044.0, ( 0.5071428571428571, -0.19999999999999996))
(3060.0, ( 0.5142857142857142, -0.20714285714285707))
(3076.0, ( 0.5142857142857142, -0.2142857142857142))
(3076.0, ( 0.5214285714285714, -0.2214285714285713))
(3091.0, ( 0.5285714285714285, -0.22857142857142843))
(3107.0, ( 0.5357142857142856, -0.23571428571428577))
(3107.0, ( 0.5357142857142856, -0.24285714285714288))
(3122.0, ( 0.5357142857142856, -0.25))
(3122.0, ( 0.5428571428571427, -0.26428571428571423))
(3138.0, ( 0.5499999999999998, -0.27142857142857135))
(3138.0, ( 0.5571428571428569, -0.27857142857142847))
(3154.0, ( 0.5571428571428569, -0.2928571428571429))
(3169.0, ( 0.5642857142857141, -0.30714285714285716))
(3185.0, ( 0.5642857142857141, -0.3214285714285714))
(3185.0, ( 0.5785714285714283, -0.33571428571428563))
(3200.0, ( 0.5785714285714283, -0.34285714285714275))
(3200.0, ( 0.5857142857142854, -0.34999999999999987))
(3216.0, ( 0.5857142857142854, -0.3571428571428572))
(3232.0, ( 0.592857142857143, -0.3642857142857143))
(3232.0, ( 0.592857142857143, -0.37142857142857144))
(3247.0, ( 0.6000000000000001, -0.3857142857142857))
(3247.0, ( 0.6000000000000001, -0.3928571428571428))
(3263.0, ( 0.6071428571428572, -0.40714285714285703))
(3263.0, ( 0.6071428571428572, -0.41428571428571415))
(3278.0, ( 0.6142857142857143, -0.4214285714285715))
(3278.0, ( 0.6142857142857143, -0.4357142857142857))
(3294.0, ( 0.6142857142857143, -0.44285714285714284))
(3294.0, ( 0.6214285714285714, -0.44999999999999996))
(3310.0, ( 0.6214285714285714, -0.4571428571428571))
(3325.0, ( 0.6214285714285714, -0.4642857142857142))
(3325.0, ( 0.6214285714285714, -0.4714285714285713))
(3341.0, ( 0.6214285714285714, -0.4785714285714284))
(3356.0, ( 0.6214285714285714, -0.48571428571428577))
(3356.0, ( 0.6214285714285714, -0.4928571428571429))
(3372.0, ( 0.6214285714285714, -0.5))
(3388.0, ( 0.6214285714285714, -0.5071428571428571))
(3403.0, ( 0.6214285714285714, -0.5142857142857142))
(3403.0, ( 0.6214285714285714, -0.5214285714285714))
(3419.0, ( 0.6142857142857143, -0.5214285714285714))
(3419.0, ( 0.6142857142857143, -0.5285714285714285))
(3434.0, ( 0.6071428571428572, -0.5357142857142856))
(3450.0, ( 0.592857142857143, -0.5571428571428572))
(3466.0, ( 0.592857142857143, -0.5642857142857143))
(3466.0, ( 0.5785714285714283, -0.5785714285714285))
(3481.0, ( 0.5785714285714283, -0.5928571428571427))
(3497.0, ( 0.5642857142857141, -0.607142857142857))
(3512.0, ( 0.5571428571428569, -0.6142857142857143))
(3512.0, ( 0.5571428571428569, -0.6214285714285714))
(3528.0, ( 0.5499999999999998, -0.6285714285714286))
(3544.0, ( 0.5357142857142856, -0.6428571428571428))
(3544.0, ( 0.5357142857142856, -0.657142857142857))
(3559.0, ( 0.5285714285714285, -0.657142857142857))
(3559.0, ( 0.5214285714285714, -0.6642857142857141))
(3575.0, ( 0.5071428571428571, -0.6714285714285715))
(3590.0, ( 0.5071428571428571, -0.6785714285714286))
(3590.0, ( 0.5, -0.6785714285714286))
(3606.0, ( 0.5, -0.6857142857142857))
(3606.0, ( 0.5, -0.6928571428571428))
(3622.0, ( 0.4928571428571429, -0.6928571428571428))
(3622.0, ( 0.48571428571428577, -0.7))
(3637.0, ( 0.47857142857142865, -0.7071428571428571))
(3653.0, ( 0.47857142857142865, -0.7142857142857142))
(3653.0, ( 0.47142857142857153, -0.7214285714285713))
(3668.0, ( 0.4642857142857144, -0.7214285714285713))
(3668.0, ( 0.45714285714285685, -0.7214285714285713))
(3684.0, ( 0.45714285714285685, -0.7285714285714284))
(3700.0, ( 0.44999999999999973, -0.7285714285714284))
(3700.0, ( 0.4428571428571426, -0.7357142857142858))
(3715.0, ( 0.4428571428571426, -0.7428571428571429))
(3731.0, ( 0.4357142857142855, -0.7428571428571429))
(3746.0, ( 0.4285714285714284, -0.7428571428571429))
(3762.0, ( 0.42142857142857126, -0.75))
(3778.0, ( 0.41428571428571415, -0.75))
(3793.0, ( 0.40714285714285703, -0.7571428571428571))
(3824.0, ( 0.3928571428571428, -0.7571428571428571))
(3840.0, ( 0.37857142857142856, -0.7642857142857142))
(3856.0, ( 0.3642857142857143, -0.7642857142857142))
(3871.0, ( 0.3571428571428572, -0.7642857142857142))
(3871.0, ( 0.34285714285714297, -0.7714285714285714))
(3887.0, ( 0.3357142857142854, -0.7785714285714285))
(3887.0, ( 0.3285714285714283, -0.7785714285714285))
(3902.0, ( 0.3214285714285712, -0.7785714285714285))
(3918.0, ( 0.30714285714285694, -0.7785714285714285))
(3918.0, ( 0.30714285714285694, -0.7857142857142856))
(3934.0, ( 0.2928571428571427, -0.7857142857142856))
(3934.0, ( 0.2928571428571427, -0.7928571428571427))
(3949.0, ( 0.2857142857142856, -0.7928571428571427))
(3949.0, ( 0.27857142857142847, -0.7928571428571427))
(3965.0, ( 0.27142857142857135, -0.7928571428571427))
(3965.0, ( 0.2571428571428571, -0.7928571428571427))
(3980.0, ( 0.2571428571428571, -0.8))
(3980.0, ( 0.25, -0.8))
(3996.0, ( 0.23571428571428577, -0.8))
(4012.0, ( 0.22857142857142865, -0.8071428571428572))
(4012.0, ( 0.22142857142857153, -0.8071428571428572))
(4027.0, ( 0.2142857142857144, -0.8071428571428572))
(4027.0, ( 0.20714285714285685, -0.8142857142857143))
(4043.0, ( 0.19999999999999973, -0.8142857142857143))
(4043.0, ( 0.17857142857142838, -0.8214285714285714))
(4058.0, ( 0.17142857142857126, -0.8214285714285714))
(4058.0, ( 0.15714285714285703, -0.8214285714285714))
(4074.0, ( 0.13571428571428568, -0.8285714285714285))
(4074.0, ( 0.11428571428571432, -0.8285714285714285))
(4090.0, ( 0.10000000000000009, -0.8357142857142856))
(4090.0, ( 0.07857142857142829, -0.8428571428571427))
(4105.0, ( 0.06428571428571406, -0.8428571428571427))
(4105.0, ( 0.04999999999999982, -0.8428571428571427))
(4121.0, ( 0.02857142857142847, -0.8499999999999999))
(4121.0, ( 0.021428571428571352, -0.8499999999999999))
(4136.0, ( 0.014285714285714235, -0.8499999999999999))
(4136.0, ( 0.0, -0.857142857142857))
(4168.0, ( -0.014285714285714235, -0.857142857142857))
(4183.0, ( -0.021428571428571352, -0.857142857142857))
(4183.0, ( -0.02857142857142847, -0.857142857142857))
(4199.0, ( -0.03571428571428559, -0.857142857142857))
(4199.0, ( -0.03571428571428559, -0.8642857142857143))
(4214.0, ( -0.04285714285714315, -0.8642857142857143))
(4214.0, ( -0.050000000000000266, -0.8642857142857143))
(4230.0, ( -0.057142857142857384, -0.8642857142857143))
(4230.0, ( -0.07142857142857162, -0.8714285714285714))
(4246.0, ( -0.08571428571428585, -0.8714285714285714))
(4261.0, ( -0.1071428571428572, -0.8714285714285714))
(4277.0, ( -0.11428571428571432, -0.8714285714285714))
(4277.0, ( -0.1428571428571428, -0.8714285714285714))
(4292.0, ( -0.15714285714285703, -0.8714285714285714))
(4308.0, ( -0.1714285714285717, -0.8714285714285714))
(4308.0, ( -0.17857142857142883, -0.8785714285714286))
(4324.0, ( -0.18571428571428594, -0.8785714285714286))
(4324.0, ( -0.19285714285714306, -0.8785714285714286))
(4339.0, ( -0.20000000000000018, -0.8785714285714286))
(4355.0, ( -0.2071428571428573, -0.8785714285714286))
(4370.0, ( -0.2142857142857144, -0.8785714285714286))
(4386.0, ( -0.2142857142857144, -0.8857142857142857))
(4386.0, ( -0.22142857142857153, -0.8857142857142857))
(4417.0, ( -0.23571428571428577, -0.8857142857142857))
(4433.0, ( -0.24285714285714288, -0.8857142857142857))
(4464.0, ( -0.25, -0.8857142857142857))
(4464.0, ( -0.2571428571428571, -0.8857142857142857))
(4495.0, ( -0.26428571428571423, -0.8857142857142857))
(4511.0, ( -0.27142857142857135, -0.8857142857142857))
(4526.0, ( -0.27857142857142847, -0.8857142857142857))
(4526.0, ( -0.2857142857142856, -0.8928571428571428))
(4542.0, ( -0.2928571428571427, -0.8928571428571428))
(4558.0, ( -0.3071428571428574, -0.8928571428571428))
(4558.0, ( -0.3214285714285716, -0.8928571428571428))
(4573.0, ( -0.32857142857142874, -0.8928571428571428))
(4573.0, ( -0.34285714285714297, -0.8928571428571428))
(4589.0, ( -0.3500000000000001, -0.8928571428571428))
(4589.0, ( -0.37142857142857144, -0.8928571428571428))
(4604.0, ( -0.37857142857142856, -0.8928571428571428))
(4604.0, ( -0.3857142857142857, -0.8928571428571428))
(4620.0, ( -0.3999999999999999, -0.8928571428571428))
(4620.0, ( -0.44285714285714306, -0.8928571428571428))
(4636.0, ( -0.4500000000000002, -0.8928571428571428))
(4651.0, ( -0.47857142857142865, -0.8928571428571428))
(4667.0, ( -0.48571428571428577, -0.8928571428571428))
(4667.0, ( -0.4928571428571429, -0.8928571428571428))
(4682.0, ( -0.5, -0.8928571428571428))
(4698.0, ( -0.5071428571428571, -0.8928571428571428))
(4714.0, ( -0.5142857142857145, -0.8928571428571428))
(4729.0, ( -0.5285714285714287, -0.8928571428571428))
(4729.0, ( -0.5357142857142858, -0.8928571428571428))
(4745.0, ( -0.5428571428571429, -0.8928571428571428))
(4745.0, ( -0.55, -0.8928571428571428))
(4760.0, ( -0.5571428571428572, -0.8928571428571428))
(4792.0, ( -0.5642857142857143, -0.8928571428571428))
(4807.0, ( -0.5714285714285714, -0.8928571428571428))
(4823.0, ( -0.5785714285714287, -0.8928571428571428))
(4838.0, ( -0.5857142857142859, -0.8928571428571428))
(4854.0, ( -0.6000000000000001, -0.8928571428571428))
(4870.0, ( -0.6071428571428572, -0.8928571428571428))
(4870.0, ( -0.6142857142857143, -0.8857142857142857))
(4885.0, ( -0.6214285714285714, -0.8785714285714286))
(4885.0, ( -0.6357142857142857, -0.8785714285714286))
(4901.0, ( -0.6500000000000001, -0.8714285714285714))
(4916.0, ( -0.6571428571428573, -0.8642857142857143))
(4916.0, ( -0.6642857142857144, -0.8642857142857143))
(4932.0, ( -0.6714285714285715, -0.8642857142857143))
(4932.0, ( -0.6714285714285715, -0.857142857142857))
(4948.0, ( -0.6857142857142857, -0.857142857142857))
(4963.0, ( -0.6928571428571428, -0.857142857142857))
(4963.0, ( -0.6928571428571428, -0.8499999999999999))
(4979.0, ( -0.7071428571428573, -0.8428571428571427))
(4994.0, ( -0.7142857142857144, -0.8357142857142856))
(5010.0, ( -0.7214285714285715, -0.8285714285714285))
(5010.0, ( -0.7214285714285715, -0.8214285714285714))
(5026.0, ( -0.7285714285714286, -0.8214285714285714))
(5026.0, ( -0.7357142857142858, -0.8071428571428572))
(5057.0, ( -0.7428571428571429, -0.8))
(5072.0, ( -0.7428571428571429, -0.7928571428571427))
(5119.0, ( -0.7428571428571429, -0.7857142857142856))
(5135.0, ( -0.7428571428571429, -0.7785714285714285))
(5150.0, ( -0.7428571428571429, -0.7714285714285714))
(5166.0, ( -0.75, -0.7642857142857142))
(5182.0, ( -0.7571428571428571, -0.75))
(5197.0, ( -0.7571428571428571, -0.7428571428571429))
(5213.0, ( -0.7571428571428571, -0.7357142857142858))
(5213.0, ( -0.7571428571428571, -0.7285714285714284))
(5244.0, ( -0.7571428571428571, -0.7214285714285713))
(5244.0, ( -0.7571428571428571, -0.7142857142857142))
(5260.0, ( -0.7571428571428571, -0.7071428571428571))
(5275.0, ( -0.7571428571428571, -0.6928571428571428))
(5291.0, ( -0.7571428571428571, -0.6857142857142857))
(5306.0, ( -0.7571428571428571, -0.6785714285714286))
(5306.0, ( -0.7571428571428571, -0.6714285714285715))
(5322.0, ( -0.7571428571428571, -0.6642857142857141))
(5338.0, ( -0.7571428571428571, -0.657142857142857))
(5353.0, ( -0.7571428571428571, -0.6499999999999999))
(5353.0, ( -0.7571428571428571, -0.6428571428571428))
(5369.0, ( -0.7571428571428571, -0.6357142857142857))
(5400.0, ( -0.7571428571428571, -0.6285714285714286))
(5400.0, ( -0.7571428571428571, -0.6214285714285714))
(5416.0, ( -0.7571428571428571, -0.6142857142857143))
(5416.0, ( -0.7571428571428571, -0.607142857142857))
(5431.0, ( -0.7571428571428571, -0.5999999999999999))
(5431.0, ( -0.7571428571428571, -0.5857142857142856))
(5462.0, ( -0.7571428571428571, -0.5785714285714285))
(5478.0, ( -0.75, -0.5785714285714285))
(5478.0, ( -0.75, -0.5714285714285714))
(5509.0, ( -0.75, -0.5642857142857143))
(5509.0, ( -0.7428571428571429, -0.5642857142857143))
(5525.0, ( -0.7428571428571429, -0.5571428571428572))
(5540.0, ( -0.7357142857142858, -0.5571428571428572))
(5587.0, ( -0.7285714285714286, -0.5571428571428572))
(5603.0, ( -0.7285714285714286, -0.55))
