S majuscule tracé à la main
544
(5603.0, ( -0.7214285714285715, -0.55))
(5634.0, ( -0.7142857142857144, -0.55))
(5650.0, ( -0.7071428571428573, -0.5428571428571427))
(5665.0, ( -0.7, -0.5428571428571427))
(5681.0, ( -0.7, -0.5357142857142856))
(5696.0, ( -0.6928571428571428, -0.5357142857142856))
(5712.0, ( -0.6928571428571428, -0.5285714285714285))
(5728.0, ( -0.6857142857142857, -0.5285714285714285))
(5759.0, ( -0.6714285714285715, -0.5285714285714285))
(5774.0, ( -0.6714285714285715, -0.5214285714285714))
(5806.0, ( -0.6642857142857144, -0.5214285714285714))
(5821.0, ( -0.6571428571428573, -0.5142857142857142))
(5837.0, ( -0.6500000000000001, -0.5071428571428571))
(5837.0, ( -0.642857142857143, -0.5071428571428571))
(5868.0, ( -0.6357142857142857, -0.5071428571428571))
(5868.0, ( -0.6357142857142857, -0.5))
(5884.0, ( -0.6285714285714286, -0.5))
(5915.0, ( -0.6214285714285714, -0.5))
(5930.0, ( -0.6142857142857143, -0.5))
(5946.0, ( -0.6071428571428572, -0.5))
(5977.0, ( -0.6000000000000001, -0.5))
(6008.0, ( -0.592857142857143, -0.5))
(6040.0, ( -0.5857142857142859, -0.5))
(6040.0, ( -0.5785714285714287, -0.5))
(6071.0, ( -0.5714285714285714, -0.5))
(6086.0, ( -0.5642857142857143, -0.4928571428571429))
(6102.0, ( -0.5571428571428572, -0.4928571428571429))
(6133.0, ( -0.55, -0.4928571428571429))
(6164.0, ( -0.5428571428571429, -0.4928571428571429))
(6196.0, ( -0.5357142857142858, -0.4928571428571429))
(6227.0, ( -0.5285714285714287, -0.4928571428571429))
(6242.0, ( -0.5214285714285716, -0.4928571428571429))
(6320.0, ( -0.5142857142857145, -0.4928571428571429))
(6352.0, ( -0.5071428571428571, -0.4928571428571429))
(6383.0, ( -0.5071428571428571, -0.5))
(6586.0, ( -0.5071428571428571, -0.5071428571428571))
(6913.0, ( -0.5, -0.5142857142857142))
(6960.0, ( -0.4928571428571429, -0.5142857142857142))
(7007.0, ( -0.4928571428571429, -0.5214285714285714))
(7022.0, ( -0.4928571428571429, -0.5285714285714285))
(7038.0, ( -0.48571428571428577, -0.5285714285714285))
(7038.0, ( -0.48571428571428577, -0.5357142857142856))
(7038.0, ( -0.48571428571428577, -0.5428571428571427))
(7069.0, ( -0.48571428571428577, -0.55))
(7069.0, ( -0.47857142857142865, -0.55))
(7178.0, ( -0.47857142857142865, -0.5571428571428572))
(7194.0, ( -0.47857142857142865, -0.5642857142857143))
(7241.0, ( -0.47857142857142865, -0.5714285714285714))
(7256.0, ( -0.48571428571428577, -0.5714285714285714))
(7272.0, ( -0.48571428571428577, -0.5785714285714285))
(7288.0, ( -0.4928571428571429, -0.5785714285714285))
(7303.0, ( -0.4928571428571429, -0.5857142857142856))
(7607.0, ( -0.4928571428571429, -0.5785714285714285))
(7623.0, ( -0.4928571428571429, -0.5642857142857143))
